11-05-2018 05.00, 0
11-05-2018 06.00, 0
11-05-2018 07.00, 0
11-05-2018 08.00, 0
11-05-2018 09.00, 35
11-05-2018 10.00, 1782
11-05-2018 11.00, 49
11-05-2018 12.00, 436
11-05-2018 13.00, 1020
11-05-2018 14.00, 183
11-05-2018 15.00, 0
11-05-2018 16.00, 299
11-05-2018 17.00, 402
11-05-2018 18.00, 372
11-05-2018 19.00, 132
11-05-2018 20.00, 304
11-05-2018 21.00, 281
11-05-2018 22.00, 469
11-05-2018 23.00, 112
12-05-2018 00.00, 111
12-05-2018 01.00, 482
12-05-2018 02.00, 1325
12-05-2018 03.00, 0
12-05-2018 04.00, 0
12-05-2018 05.00, 0
12-05-2018 06.00, 0
12-05-2018 07.00, 0
12-05-2018 08.00, 0
12-05-2018 09.00, 83
12-05-2018 10.00, 1789
12-05-2018 11.00, 0
12-05-2018 12.00, 104
12-05-2018 13.00, 654
12-05-2018 14.00, 603
12-05-2018 15.00, 182
12-05-2018 16.00, 24
12-05-2018 17.00, 33
12-05-2018 18.00, 122
12-05-2018 19.00, 46
12-05-2018 20.00, 2
12-05-2018 21.00, 2
12-05-2018 22.00, 14
12-05-2018 23.00, 773
13-05-2018 00.00, 0
13-05-2018 02.00, 353
13-05-2018 03.00, 32
13-05-2018 04.00, 0
13-05-2018 05.00, 0
13-05-2018 06.00, 0
13-05-2018 07.00, 0
13-05-2018 08.00, 0
13-05-2018 09.00, 0
13-05-2018 10.00, 0
13-05-2018 11.00, 0
13-05-2018 12.00, 39
13-05-2018 13.00, 37
13-05-2018 14.00, 1671
13-05-2018 15.00, 10
13-05-2018 16.00, 142
13-05-2018 17.00, 69
13-05-2018 18.00, 396
13-05-2018 19.00, 147
13-05-2018 20.00, 156
13-05-2018 21.00, 15
13-05-2018 22.00, 83
13-05-2018 23.00, 109
14-05-2018 00.00, 72
14-05-2018 01.00, 740
14-05-2018 02.00, 1773
14-05-2018 03.00, 0
14-05-2018 04.00, 0
14-05-2018 05.00, 0
14-05-2018 06.00, 0
14-05-2018 07.00, 0
14-05-2018 08.00, 0
14-05-2018 09.00, 33
14-05-2018 10.00, 947
14-05-2018 11.00, 84
14-05-2018 12.00, 544
14-05-2018 13.00, 31
14-05-2018 14.00, 80
14-05-2018 15.00, 17
14-05-2018 16.00, 20
14-05-2018 17.00, 86
14-05-2018 18.00, 183
14-05-2018 19.00, 591
14-05-2018 20.00, 70
14-05-2018 21.00, 19
14-05-2018 22.00, 190
14-05-2018 23.00, 18
15-05-2018 00.00, 106
15-05-2018 01.00, 80
15-05-2018 02.00, 1097
15-05-2018 03.00, 1027
15-05-2018 04.00, 0
15-05-2018 05.00, 0
15-05-2018 06.00, 0
15-05-2018 07.00, 0
15-05-2018 08.00, 0
15-05-2018 09.00, 0
15-05-2018 10.00, 1272
15-05-2018 11.00, 132
15-05-2018 12.00, 996
15-05-2018 13.00, 89
15-05-2018 17.00, 389
15-05-2018 18.00, 143
15-05-2018 19.00, 813
15-05-2018 20.00, 777
15-05-2018 21.00, 214
15-05-2018 22.00, 262
15-05-2018 23.00, 252
16-05-2018 00.00, 318
16-05-2018 01.00, 257
16-05-2018 02.00, 2936
16-05-2018 03.00, 1291
16-05-2018 04.00, 0
16-05-2018 05.00, 0
16-05-2018 06.00, 0
16-05-2018 07.00, 0
16-05-2018 08.00, 0
16-05-2018 09.00, 88
16-05-2018 10.00, 578
16-05-2018 11.00, 123
16-05-2018 12.00, 105
16-05-2018 13.00, 792
16-05-2018 14.00, 111
16-05-2018 15.00, 162
16-05-2018 16.00, 66
16-05-2018 17.00, 8
16-05-2018 18.00, 151
16-05-2018 19.00, 466
16-05-2018 20.00, 159
16-05-2018 21.00, 83
16-05-2018 22.00, 108
16-05-2018 23.00, 155
17-05-2018 00.00, 282
17-05-2018 01.00, 91
17-05-2018 02.00, 121
17-05-2018 03.00, 747
17-05-2018 04.00, 0
17-05-2018 05.00, 0
17-05-2018 06.00, 0
17-05-2018 07.00, 0
17-05-2018 08.00, 0
17-05-2018 09.00, 223
17-05-2018 10.00, 232
17-05-2018 11.00, 1332
17-05-2018 12.00, 483
17-05-2018 13.00, 586
17-05-2018 14.00, 317
17-05-2018 15.00, 224
17-05-2018 16.00, 142
17-05-2018 17.00, 121
17-05-2018 18.00, 357
17-05-2018 19.00, 194
17-05-2018 20.00, 178
17-05-2018 21.00, 17
17-05-2018 22.00, 175
17-05-2018 23.00, 475
18-05-2018 00.00, 318
18-05-2018 01.00, 1834
18-05-2018 02.00, 2355
18-05-2018 03.00, 3230
18-05-2018 04.00, 0
18-05-2018 05.00, 0
18-05-2018 06.00, 0
18-05-2018 07.00, 0
18-05-2018 08.00, 0
18-05-2018 09.00, 227
18-05-2018 10.00, 606
18-05-2018 11.00, 494
18-05-2018 12.00, 330
18-05-2018 13.00, 139
18-05-2018 14.00, 365
18-05-2018 15.00, 478
18-05-2018 16.00, 133
18-05-2018 17.00, 258
18-05-2018 18.00, 912
18-05-2018 19.00, 79
18-05-2018 20.00, 101
18-05-2018 21.00, 273
18-05-2018 22.00, 151
18-05-2018 23.00, 84
19-05-2018 00.00, 426
19-05-2018 01.00, 1632
19-05-2018 02.00, 298
19-05-2018 03.00, 206
19-05-2018 04.00, 45
19-05-2018 05.00, 0
19-05-2018 06.00, 0
19-05-2018 07.00, 0
19-05-2018 08.00, 0
19-05-2018 09.00, 0
19-05-2018 10.00, 0
19-05-2018 11.00, 81
19-05-2018 12.00, 0
19-05-2018 13.00, 381
19-05-2018 14.00, 745
19-05-2018 15.00, 253
19-05-2018 16.00, 395
19-05-2018 16.49, 3621
19-05-2018 20.00, 48
19-05-2018 21.00, 70
19-05-2018 22.00, 2
19-05-2018 23.00, 304
20-05-2018 00.00, 486
20-05-2018 01.00, 423
20-05-2018 02.00, 282
20-05-2018 03.00, 0
20-05-2018 04.00, 0
20-05-2018 05.00, 0
20-05-2018 06.00, 0
20-05-2018 07.00, 0
20-05-2018 08.00, 0
20-05-2018 09.00, 0
20-05-2018 10.00, 0
20-05-2018 11.00, 37
20-05-2018 12.00, 29
20-05-2018 13.00, 388
20-05-2018 14.00, 617
20-05-2018 15.00, 1252
20-05-2018 16.00, 514
20-05-2018 17.00, 0
20-05-2018 18.00, 13
20-05-2018 19.00, 0
20-05-2018 20.00, 5
20-05-2018 21.00, 1939
20-05-2018 22.00, 416
20-05-2018 23.00, 1149
21-05-2018 00.00, 1719
21-05-2018 01.00, 984
21-05-2018 02.00, 2759
21-05-2018 03.00, 0
21-05-2018 04.00, 0
21-05-2018 05.00, 0
21-05-2018 06.00, 0
21-05-2018 07.00, 0
21-05-2018 08.00, 0
21-05-2018 09.00, 255
21-05-2018 10.00, 732
21-05-2018 11.00, 145
21-05-2018 12.00, 699
21-05-2018 13.00, 8
21-05-2018 14.00, 31
21-05-2018 15.00, 34
21-05-2018 16.00, 8
21-05-2018 17.00, 29
21-05-2018 18.00, 169
21-05-2018 19.00, 207
21-05-2018 20.00, 121
21-05-2018 21.00, 110
21-05-2018 22.00, 365
21-05-2018 23.00, 356
22-05-2018 00.00, 71
22-05-2018 01.00, 1059
22-05-2018 02.00, 12
22-05-2018 03.00, 0
22-05-2018 04.00, 0
22-05-2018 05.00, 0
22-05-2018 06.00, 0
22-05-2018 07.00, 0
22-05-2018 08.00, 0
22-05-2018 09.00, 463
22-05-2018 10.00, 247
22-05-2018 11.00, 77
22-05-2018 12.00, 1103
22-05-2018 13.00, 574
22-05-2018 14.00, 14
22-05-2018 15.00, 415
22-05-2018 16.00, 6
22-05-2018 17.00, 223
22-05-2018 18.00, 1392
22-05-2018 19.00, 586
22-05-2018 20.00, 140
22-05-2018 21.00, 0
22-05-2018 22.00, 721
22-05-2018 23.00, 689
23-05-2018 00.00, 295
23-05-2018 01.00, 1944
23-05-2018 02.00, 0
23-05-2018 03.00, 0
23-05-2018 04.00, 0
23-05-2018 05.00, 0
23-05-2018 06.00, 0
23-05-2018 07.00, 0
23-05-2018 08.00, 0
23-05-2018 09.00, 64
23-05-2018 10.00, 1345
23-05-2018 11.00, 516
23-05-2018 12.00, 743
23-05-2018 13.00, 683
23-05-2018 14.00, 76
23-05-2018 15.00, 55
23-05-2018 16.00, 23
23-05-2018 17.00, 31
23-05-2018 18.00, 219
23-05-2018 19.00, 360
23-05-2018 20.00, 30
23-05-2018 21.00, 89
23-05-2018 22.00, 60
23-05-2018 23.00, 3
24-05-2018 00.00, 69
24-05-2018 01.00, 1375
24-05-2018 02.00, 2539
24-05-2018 03.00, 0
24-05-2018 04.00, 0
24-05-2018 05.00, 0
24-05-2018 06.00, 0
24-05-2018 07.00, 0
24-05-2018 08.00, 0
24-05-2018 09.00, 937
24-05-2018 10.00, 213
24-05-2018 11.00, 372
24-05-2018 12.00, 29
24-05-2018 13.00, 326
24-05-2018 14.00, 169
24-05-2018 15.00, 544
24-05-2018 16.00, 8
24-05-2018 17.00, 44
24-05-2018 18.00, 535
24-05-2018 19.00, 45
24-05-2018 20.00, 0
24-05-2018 21.00, 138
24-05-2018 22.00, 203
24-05-2018 23.00, 39
25-05-2018 00.00, 595
25-05-2018 01.00, 2961
25-05-2018 02.00, 522
25-05-2018 03.00, 0
25-05-2018 04.00, 0
25-05-2018 05.00, 0
25-05-2018 06.00, 0
25-05-2018 07.00, 0
25-05-2018 08.00, 0
25-05-2018 09.00, 423
25-05-2018 10.00, 161
25-05-2018 11.00, 910
25-05-2018 12.00, 894
25-05-2018 13.00, 200
25-05-2018 14.00, 42
25-05-2018 15.00, 288
25-05-2018 16.00, 328
25-05-2018 17.00, 543
25-05-2018 18.00, 78
25-05-2018 19.00, 222
25-05-2018 20.00, 35
25-05-2018 21.00, 79
25-05-2018 22.00, 17
25-05-2018 23.00, 73
26-05-2018 00.00, 728
26-05-2018 01.00, 73
26-05-2018 02.00, 4946
26-05-2018 03.00, 0
26-05-2018 04.00, 0
26-05-2018 05.00, 0
26-05-2018 06.00, 0
26-05-2018 07.00, 0
26-05-2018 08.00, 0
26-05-2018 09.00, 161
26-05-2018 10.00, 1674
26-05-2018 11.00, 141
